storm_id,duration,name,damage,date,wind,pressure,lat,long,rainfall,category,year,month,elevation
AL031938,5.5,AL031938,245000.0,1938-08-15,65.0,,29.8,-93.4,14.46,0,1938,8,0.0009305743733420968
AL031940,9.0,AL031940,7000000.0,1940-08-11,85.0,972.5,32.106899999999996,-80.8845,20.65,1,1940,8,7.753237247467041
AL031942,9.0,AL031942,26500000.0,1942-08-30,100.0,950.3333333333334,28.383333333333333,-96.69999999999999,9.25,2,1942,8,1.506333351135254
AL031944,4.75,AL031944,2000000.0,1944-08-01,70.0,985.0,33.9,-78.1,7.72,0,1944,8,-6.301782608032227
AL041901,16.75,AL041901,1000000.0,1901-08-14,75.0,973.0,29.266666666666666,-89.63333333333333,12.0,1,1901,8,0.08412479609251022
AL041909,9.0,AL041909,2000000.0,1909-07-21,100.0,960.0833333333334,28.9,-95.3,8.84,2,1909,7,-7.381973266601562
AL041913,5.0,AL041913,3000000.0,1913-09-03,75.0,976.0,34.7499,-76.7447,5.21,1,1913,9,0.0
AL041928,15.0,AL041928,25000000.0,1928-09-17,127.0,929.0,26.7,-80.0,12.5,3,1928,9,-104.200798034668
AL051910,14.5,AL051910,500000.0,1910-10-18,100.0,955.0,26.5,-82.0,22.48,2,1910,10,3.58290717591198e-39
AL051936,5.25,AL051936,123000.0,1936-07-31,90.0,964.0,30.4,-86.6,8.72,1,1936,7,0.0
AL051941,10.0,AL051941,337500.0,1941-10-06,85.0,986.7916666666666,25.5,-80.3,6.84,1,1941,10,-1.497212052345276
AL051941,10.0,AL051941,337500.0,1941-10-07,80.0,982.0,29.9,-84.6,6.84,1,1941,10,5.901813983917236
AL051945,5.75,AL051945,20000000.0,1945-08-27,100.0,964.0,28.4076,-96.4926,20.69,2,1945,8,3.978146553039551
AL061906,10.75,AL061906,4000000.0,1906-09-27,95.0,958.0,30.4,-88.7,14.21,1,1906,9,6.535139083862305
AL061915,10.25,AL061915,13000000.0,1915-09-29,112.0,945.0,29.27495,-90.3015,14.43,3,1915,9,0.5979286432266235
AL061916,7.75,AL061916,1800000.0,1916-08-18,115.0,934.0,27.05,-97.5,6.01,3,1916,8,1.840916275978088
AL061921,10.25,AL061921,3000000.0,1921-10-25,100.0,958.0,28.1,-82.8,14.36,2,1921,10,-1.5
AL061946,9.0,AL061946,5200000.0,1946-10-08,75.0,980.0,27.5,-82.6,6.84,1,1946,10,3.442310571670532
AL071926,11.0,AL071926,76000000.0,1926-09-18,125.0,930.0,25.6,-80.3,18.5,3,1926,9,-0.6999999284744263
AL071926,11.0,AL071926,29000000.0,1926-09-20,100.0,954.9038461538462,30.3035,-87.4335,18.5,2,1926,9,1.581437468528748
AL071935,9.5,AL071935,5500000.0,1935-11-04,85.0,973.0,25.9,-80.1,6.26,1,1935,11,-16.37225723266602
AL071946,2.5,AL071946,7000000.0,1946-11-01,40.0,1002.0,26.5201,-80.0227,7.94,0,1946,11,-66.440185546875
AL081906,15.5,AL081906,200000.0,1906-10-18,105.0,953.0,25.15,-80.8,7.1,2,1906,10,0.3128085732460022
AL081933,14.5,AL081933,16900000.0,1933-09-05,110.0,940.0,26.1,-97.275,15.0,2,1933,9,-0.09999999403953552
AL091909,8.5,AL091909,5000000.0,1909-09-21,100.0,952.0,29.5,-91.3,13.5,2,1909,9,1.175494350822288e-38
AL091945,8.75,AL091945,60000000.0,1945-09-15,115.0,949.0,25.3,-80.3,10.98,3,1945,9,-0.05252311378717422
AL111909,7.25,AL111909,1000000.0,1909-10-11,100.0,957.0,25.107933333333335,-80.3044,12.41,2,1909,10,-7.595707416534424
AL111933,7.5,AL111933,1000000.0,1933-09-04,110.0,948.0,26.9,-80.1,17.8,2,1933,9,2.234686613082886
AL111949,9.75,AL111949,6700000.0,1949-10-04,95.0,965.0,28.8,-95.6,11.37,1,1949,10,0.679550290107727
AL121933,14.75,AL121933,4750000.0,1933-09-16,90.0,952.8333333333334,35.56875,-75.27108333333334,12.61,1,1933,9,-25.02609252929688
AL131936,17.5,AL131936,1600000.0,1936-09-18,85.0,965.0,35.9,-74.8,7.79,1,1936,9,-718.4172973632812
AL131944,12.0,AL131944,63000000.0,1944-10-19,95.0,962.0,27.2,-82.5,11.27,1,1944,10,-0.9033697843551636
AL131944,12.0,AL131944,37000000.0,1944-10-19,60.0,978.6666666666666,30.743266666666667,-81.49973333333334,11.27,0,1944,10,1.04680347442627
